"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Nigeria","NGA","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.1096802","","","","","","","","","","369.1096802","","","","","","","","","","369.1096802","","","","","","","","","","",
"Nicaragua","NIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","39.581","40.03","40.481","41.005","41.855","42.707","43.565","44.427","45.293","46.16","47.03","47.785","48.063","48.341","48.62","48.898","49.177","49.456","49.734","50.013","50.292","50.57","50.849","51.127","51.406","51.684","51.963","52.241","52.519","52.797","53.075","53.352","53.63","53.907","54.183","54.437","54.587","54.737","54.886","55.036","55.185","55.335","55.484","55.633","55.782","55.935","56.132","56.328","56.525","56.721","56.917","57.113","57.309","57.505","57.7","57.895","58.09","58.299","58.522","58.76","",
"Nicaragua","NIC","Urban population","SP.URB.TOTL","701822","732460","764049","798053","839813","883343","928795","976194","1025716","1077503","1131783","1185709","1229788","1275573","1323152","1372497","1423660","1476503","1530746","1586116","1642295","1699223","1756895","1814861","1872708","1930057","1986613","2042451","2098414","2155679","2215050","2276833","2340688","2405598","2470206","2532510","2588285","2642517","2695258","2746869","2797494","2847188","2895892","2944164","2992668","3042131","3094985","3148766","3203516","3258920","3314883","3371403","3428526","3486214","3544357","3602945","3661978","3722307","3783748","3846137","",
"Nicaragua","NIC","Urban population growth (annual %)","SP.URB.GROW","","4.27289212714856","4.2223191343896","4.35430880489198","5.10042367219805","5.05343256420643","5.01744734304188","4.97732900737342","4.94848471420931","4.92554219020127","4.91479380772411","4.65466426141087","3.65008888994721","3.65536926144246","3.66212795141527","3.66149396727835","3.65993118293576","3.64454335956436","3.60787442425468","3.55330622384797","3.48063933331585","3.40764339094224","3.33769587076087","3.24608342990418","3.13766309200038","3.01640244773667","2.88816424620208","2.77193786347121","2.70312640420027","2.6923933836373","2.7169221471207","2.7510465669362","2.76594609739541","2.73536180493497","2.65030266735269","2.49093578282821","2.17845884228645","2.07363778202649","1.97620605740951","1.89677849712232","1.82622988408474","1.76078241083977","1.6961340472473","1.65317248264224","1.63403913882397","1.63929594586585","1.72248029144426","1.72275704551142","1.72383265684182","1.71468955252604","1.70264767503749","1.69066493043974","1.68014530031262","1.66859024195735","1.65404276794304","1.63948052886928","1.62518719956309","1.63401987666546","1.63714154226712","1.63542151795135","",
"Nicaragua","NIC","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","","","","","","","",
"Nicaragua","NIC","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.69","","","0.62","","","0.47","","0.62","","0.54","","0.69","","0.67","","0.87","","1.09","","1.23","","1.18","","0.91","","","","",
"Nicaragua","NIC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","0.31","","","0.35","","0.54","","0.41","","0.64","","0.58","","0.82","","0.99","","1.19","","1.04","","0.75","","","","",
"Nicaragua","NIC","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","11.2002003238343","11.5139650821029","11.8425367895413","12.1909801185263","12.5824266464522","12.9855669724292","13.4041377576483","13.8375859805998","14.2862630998625","14.7453239308583","15.2176614046963","15.6153467016424","15.6626863886686","15.7073618476378","15.7516586040718","15.7953183934914","15.8398768623669","15.8850359187389","15.9360738901564","15.9958289819538","16.0677062359766","16.1493866326998","16.2434159362778","16.3521762757588","16.4801250406261","16.6268425941819","16.7970223351024","16.9878744272856","17.1930253110161","17.4003994163055","17.6063165249528","17.8077537370231","18.0095048426949","18.2165724705249","18.441739273868","18.5932631655878","18.3340440671861","18.0970453393476","17.8801693544659","17.6801227800218","17.4943217034613","17.3217609787137","17.1616920798999","17.0102594084259","16.8633916347542","16.7360522478759","16.837883673999","16.9397617733636","17.042639417641","17.1462630227415","17.0314891746572","16.9193359555985","16.8096218888142","16.7020483784289","16.5972703029743","16.4953464754694","16.3963556956295","16.3002605384147","16.2078863657068","16.1251497593309","",
"Nicaragua","NIC","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","198594","210680","223519","237265","252464","268591","285773","304053","323530","344197","366215","387470","400761","414470","428668","443352","458560","474246","490491","507293","524694","542642","561230","580455","600367","620903","642172","664170","686953","710451","734788","759958","786027","812914","840760","864993","869323","873664","878032","882422","886840","891268","895725","900203","904710","910222","928401","946942","965880","985143","991925","998755","1005640","1012554","1019526","1026545","1033622","1040748","1047923","1055472","",
"Nicaragua","NIC","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","28.2969185918937","28.7633454386588","29.2545373398827","29.7304815594954","30.0619304535653","30.4061955548411","30.7681458233518","31.1467802506469","31.5418692893549","31.943948183903","32.3573511883462","32.6783384456051","32.5878118830237","32.4928483120919","32.3974872123535","32.3025842679438","32.2099377660396","32.1195419176256","32.0426119029545","31.9833480022899","31.9488277075678","31.9347136897276","31.9444246810424","31.9834411560996","32.0587619639581","32.1701897923222","32.3249671677372","32.5182831803554","32.7367716761325","32.9571796171879","33.1725243222501","33.3778542387606","33.5810240407948","33.792595437808","34.036027764486","34.155561083668","33.5868345255642","33.0618119013047","32.5769184248781","32.1246480993451","31.7012297434776","31.3034474716808","30.9308841628072","30.5758442804137","30.2308842811832","29.9205392535693","29.9969466734088","30.0734319412748","30.150622004073","30.2291249861917","29.9233788945191","29.6243136759385","29.3315553097745","29.0445164869397","28.7647660774578","28.491830988261","28.2257839888716","27.9597572150819","27.6953697762113","27.4423921976778","",
"Nicaragua","NIC","Population in largest city","EN.URB.LCTY","198594","210680","223519","237265","252464","268591","285773","304053","323530","344197","366215","387470","400761","414470","428668","443352","458560","474246","490491","507293","524694","542642","561230","580455","600367","620903","642172","664170","686953","710451","734788","759958","786027","812914","840760","864993","869323","873664","878032","882422","886840","891268","895725","900203","904710","910222","928401","946942","965880","985143","991925","998755","1005640","1012554","1019526","1026545","1033622","1040748","1047923","1055472","",
"Nicaragua","NIC","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0999984741211","","","","","74.5","","","","","60","","","","","45.5","","","","","","","","","45.5","","43.2000007629395","","42.2000007629395","","",
"Nicaragua","NIC","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.223306305","","","","","","","","","","0.293294293","","","","","","","","","","0.296987299","","","","","","","","","","",
"Nicaragua","NIC","Population density (people per sq. km of land area)","EN.POP.DNST","","15.2050689712481","15.6841033737743","16.1727937510387","16.6734336047864","17.1878095396377","17.7162705667276","18.259082599302","18.8185391391059","19.3973657969088","19.9976150905767","20.6194199767326","21.2622486288848","21.9270317433937","22.6143842446402","23.3243892305135","24.0566062822004","24.8087834469004","25.5764168190128","26.3537310952302","27.1357736413495","27.9220541798238","28.7113428618913","29.4973491773309","30.2723616420143","31.0315855077281","31.7694033571547","32.4885408010636","33.2020358982882","33.9285191956124","34.6803556589663","35.462589330231","36.2681735083929","37.0824081768323","37.884377596809","38.6586754196443","39.4015123815855","40.1168439421639","40.8064400864218","41.4744889479807","42.1248296493269","42.756905434602","43.3715140435433","43.9763835798571","44.581477480472","45.1943659631045","45.8182067475486","46.4521771647","47.095163702842","47.7441083596477","48.3967508725278","49.0530081435932","49.7135283363803","50.3777131460861","51.0448146917068","51.7138108692039","52.3846933687884","53.0567974073459","53.7270483629716","","",
"Nicaragua","NIC","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9971998631632","","","","","99.9970491109495","","","","","99.933976517443","","","","","99.9361038363508","","","","","99.9381004626293","99.9385321313053","99.9389752791207","99.9394325332548","99.9290854550325","99.9295179907473","99.9032289755351","99.9026951322358","","","",
"Nicaragua","NIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6001597616044","","","","","22.3479032465537","","","","","23.0534073979373","","","","","23.0294365568683","","","","","22.4922690995416","22.4795201525219","22.3527116058236","21.9290757507362","19.3877213369292","18.5691327681799","17.7277291001204","17.6141804489581","","","",
"Nicaragua","NIC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.545318","91.5747299194336","91.9468460083008","92.3017730712891","92.6352081298828","90.707303","93.2358474731445","93.5156402587891","91.886024","94.0705032348633","94.3600997924805","94.6674880981445","95.431992","95.349365234375","95.7172927856445","96.0975646972656","97.937148","96.9186096191406","97.5713272094727","98.0338287353516","98.2104034423828","98.406807","98.8138656616211","99.303596496582","99.6121215820313","99.9331893920898","","",
"Nicaragua","NIC","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2882.378662","","","","","","","","","","2882.378662","","","","","","","","","","2882.378662","","","","","","","","","","",
"Nicaragua","NIC","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018204856","","","","","","","","","","0.018204856","","","","","","","","","","0.018204856","","","","","","","","","","",
"Nicaragua","NIC","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.58671188","","","","","","","","","","21.58671188","","","","","","","","","","21.58671188","","","","","","","","","","",
"Netherlands","NLD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","59.752","60.02","60.204","60.387","60.57","60.753","60.936","61.118","61.3","61.481","61.663","61.913","62.232","62.55","62.867","63.183","63.498","63.811","64.123","64.435","64.745","65.104","65.511","65.916","66.319","66.719","67.117","67.513","67.906","68.296","68.684","69.329","70.223","71.1","71.962","72.809","73.64","74.453","75.25","76.03","76.795","77.83","79.113","80.341","81.514","82.63","83.636","84.539","85.402","86.288","87.134","87.879","88.588","89.187","89.69","90.173","90.635","91.077","91.49","91.876","",
"Netherlands","NLD","Urban population","SP.URB.TOTL","6863492","6985555","7107497","7225888","7345397","7469419","7590341","7699768","7803319","7917513","8039946","8169109","8294650","8406296","8515370","8634800","8746238","8841770","8939836","9045559","9161288","9275502","9376386","9470198","9565992","9668672","9780476","9900806","10022989","10141210","10269295","10447740","10662777","10871452","11069798","11255548","11436659","11622597","11819675","12021931","12229998","12488742","12775902","13035570","13271929","13485107","13671225","13848922","14044865","14263741","14477657","14669707","14842886","14987369","15126226","15275237","15435425","15602670","15765213","15935776","",
"Netherlands","NLD","Urban population growth (annual %)","SP.URB.GROW","","1.76280954067332","1.73056969240265","1.65199905669096","1.64037255190799","1.67433598025238","1.60592995924589","1.43136806010358","1.33589574755571","1.45279853505863","1.53452253886713","1.5937478646758","1.52508832622177","1.33702202467147","1.28918169949851","1.39277838775005","1.28231152818647","1.08634177908471","1.10301616468476","1.17566745400511","1.27128611167056","1.23899508631659","1.08176699111517","0.995541418113612","1.00644938521884","1.06766591172649","1.14971855391811","1.22280143490176","1.22651865983143","1.17259658660909","1.25510546084429","1.72273120380975","2.03732042994064","1.93813794907786","1.80802281691116","1.66406636064987","1.59627351987802","1.61273225850827","1.68142954014443","1.696704929282","1.71592210438949","2.09358123215972","2.27331417624889","2.01210346020247","1.79694284127559","1.59346880368831","1.37073677080826","1.29141366585093","1.40494528793482","1.54638742479771","1.48858416763162","1.317805474921","1.17360740031088","0.968708647318031","0.922227878488258","0.980296200244103","1.04321719129238","1.07768610579971","1.03637503912155","1.0760840670841","",
"Netherlands","NLD","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","","","3.8","","","","",
"Netherlands","NLD","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21","","","1.14","","1.03","","1.12","","1.62","","1.7","","1.68","","2.13","","2.33","","2.15","","1.68","","","","",
"Netherlands","NLD","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.82","","","0.79","","0.78","","0.81","","1.23","","1.32","","1.45","","1.71","","1.95","","1.8","","1.34","","","","",
"Netherlands","NLD","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","15.9549566796391","15.8930988239936","15.8145026520688","15.748364987833","15.6844741373055","15.5287484102948","15.2987764938263","15.0983064963005","14.9146552387126","14.7158514873135","14.5330384738275","14.3860959610662","14.2677250329423","14.177954810518","14.096612077499","13.9452311098769","13.7533244610857","13.5901620828533","13.4260958132796","13.2541117958267","13.0928705706088","12.9696077996475","12.8772089663089","12.7961024760094","12.7137005968645","12.6706226048246","12.6643342928264","12.6479735441513","12.6302786418569","12.6182620714104","12.6208724068673","12.6371766894288","12.6577910173005","12.6856855243772","12.7258442167824","12.7386456800651","12.7135588311463","12.6816628391515","12.6370254575463","12.5864022512397","12.530390700758","12.4700894543125","12.4246072293711","12.3999294435321","12.3907467359679","12.4044324378114","12.4363907943552","12.4614936084762","12.4654489503662","12.4538335095341","12.442617972225","12.4373557560459","12.4443075430431","12.4606294339493","12.4691017045471","12.4673293969518","12.4546264971979","12.4347451588018","12.4159510444285","12.3984572646737","",
"Netherlands","NLD","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","1832687","1849752","1867011","1884444","1902075","1909218","1905654","1902115","1898594","1895105","1894894","1898173","1901687","1905421","1909394","1905802","1894388","1883078","1871826","1860648","1852615","1847807","1843075","1838425","1833851","1836180","1845482","1854830","1864241","1873674","1887011","1904397","1921980","1939688","1957596","1969268","1974479","1979690","1984924","1990173","1995529","2000973","2006441","2011926","2017434","2024387","2032865","2041404","2050017","2058667","2067390","2076177","2085039","2093938","2102915","2111956","2121062","2130233","2139470","2149006","",
"Netherlands","NLD","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","13.6586157600242","13.5114819080231","13.3703609020166","13.2411130645811","13.1147574460577","12.9480351818528","12.755303088491","12.5874052309109","12.4336067768087","12.2672864572499","12.0334017168772","11.7375468977094","11.4699716082053","11.4627060479431","11.4611343958043","11.3316000370593","11.1002010235715","10.895080962296","10.6918516178597","10.4847914871817","10.2671480254741","10.0528790786741","9.85845719235535","9.73660740778598","9.67450108676654","9.61087520602623","9.54399356432141","9.47064309713775","9.39757591273422","9.32999119434466","9.26522219879748","9.16796359786901","9.04331957800487","8.92904646039922","8.85633143441281","8.77632079753025","8.66641210514364","8.55639234501549","8.44200876927665","8.32788842324914","8.21458024768279","8.07300687291002","7.91965999739196","7.7895558076862","7.67812275065667","7.59898308556247","7.55299543384005","7.51324182488716","7.46529781525134","7.40701895806998","7.35351721621807","7.31288634462842","7.28305128800423","7.26805351893318","7.25654237877974","7.24084346449093","7.22063694391311","7.19799880405085","7.17839968289677","7.1558423009962","",
"Netherlands","NLD","Population in largest city","EN.URB.LCTY","937458","943852","950298","956788","963331","967143","968171","969201","970234","971264","967479","958853","951394","963589","975958","978461","970850","963318","955834","948408","940603","932455","924367","922076","925462","929244","933448","937670","941918","946174","951473","957845","964269","970717","980378","987823","991148","994475","997818","1001173","1004643","1008217","1011808","1015413","1019035","1024731","1032587","1040503","1048491","1056518","1064617","1072779","1081015","1089290","1097641","1106056","1114536","1123080","1131690","1140339","",
"Netherlands","NLD","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.33625596","","","","","","","","","","48.15245163","","","","","","","","","","48.86157835","","","","","","","","","","",
"Netherlands","NLD","Population density (people per sq. km of land area)","EN.POP.DNST","","344.748578199052","349.694579383886","354.442120853081","359.215639810427","364.180450236967","368.964780805687","373.169460900474","377.06519549763","381.456872037915","386.212263033175","390.832257109005","394.804295023697","398.084182464455","401.216113744076","404.808501184834","407.998726303318","410.43202014218","412.965047393365","415.825533175355","419.129146919431","422.014454976303","423.954087677725","425.564869668246","427.257434834123","429.254502369668","431.643305687204","434.390906398104","437.206575829384","439.837292654028","442.876481042654","446.380272511848","449.767950236967","452.913744075829","455.65278436019","457.90894549763","460.026599526066","462.40077014218","465.260930094787","468.367535545024","471.727280805687","475.30154028436","478.345053317536","480.607286729858","482.280183649289","483.408412322275","484.185456161137","485.23981042654","487.132494075829","490.079691669137","492.599881411207","495.049644128114","496.884994068802","498.795844464233","500.593885425942","503.116216216216","505.800831600832","508.8","511.779744579745","","",
"Netherlands","NLD","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999999997722","","","","","99.9999999997459","","","","","100","","","","","100","","","","","100","100","99.9999999999627","99.8704497249189","99.8344140530631","99.8116826887052","99.5957983323731","99.5981414813269","","","",
"Netherlands","NLD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4694030038209","","","","","15.5616952284487","","","","","14.9286800929182","","","","","14.578017806813","","","","","15.2324302514612","14.9881386449491","13.8124137319952","13.0431451072111","12.8287970698324","12.9321051473865","12.0252427817461","12.0344080729237","","","",
"Netherlands","NLD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8986892700195","99.9480056762695","99.9824676513672","99.997200012207","100","100","100","100","99.9996032714844","99.9938659667969","99.9709625244141","99.9254608154297","99.8642807006836","99.811767578125","99.7770462036133","99.7654571533203","99.7746963500977","99.8005142211914","99.8386764526367","99.8849487304688","99.9330368041992","99.9709091186523","99.9921569824219","99.9990539550781","100","100","100","100","100","","",
"Netherlands","NLD","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12802.99316","","","","","","","","","","12802.99316","","","","","","","","","","12802.99316","","","","","","","","","","",
"Netherlands","NLD","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.64920954","","","","","","","","","","22.64920954","","","","","","","","","","22.64920954","","","","","","","","","","",
"Netherlands","NLD","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7749.394531","","","","","","","","","","7749.394531","","","","","","","","","","7749.394531","","","","","","","","","","",
"Norway","NOR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","49.92","50.998","52.653","54.302","55.944","57.568","59.179","60.77","62.34","63.881","65.396","66.23","66.725","67.216","67.703","68.187","68.667","69.142","69.614","70.081","70.545","70.787","70.918","71.049","71.18","71.31","71.44","71.57","71.699","71.828","71.956","72.265","72.665","73.061","73.453","73.787","74.062","74.476","75.027","75.569","76.02","76.378","76.733","77.084","77.399","77.675","77.95","78.234","78.526","78.815","79.102","79.455","79.874","80.286","80.692","81.091","81.485","81.871","82.248","82.616","",
"Norway","NOR","Urban population","SP.URB.TOTL","1787755","1840926","1915999","1991003","2066761","2143353","2220995","2299864","2379197","2457954","2534594","2584983","2624297","2662165","2698139","2732467","2764638","2795553","2825403","2854061","2882201","2902056","2918125","2933210","2946922","2961159","2977158","2996568","3018161","3036098","3051994","3079741","3114713","3150384","3185372","3216511","3244905","3280785","3324794","3371823","3414033","3447513","3482266","3518773","3554092","3591141","3632998","3684159","3744286","3805760","3867496","3935476","4008535","4078226","4145335","4207493","4265348","4320306","4368945","4418218","",
"Norway","NOR","Urban population growth (annual %)","SP.URB.GROW","","2.93080631430874","3.99704517306854","3.83993742335719","3.73441156410815","3.63887777755283","3.55838683935291","3.4894697080473","3.39130450428673","3.25662607718581","3.07041698588173","1.96854651108559","1.50941191159564","1.43266508706953","1.34225745795554","1.26425880402781","1.17048400179868","1.11202361852403","1.06210689452639","1.00918830456735","0.981134604215308","0.686521293308784","0.552183543072723","0.515609973450632","0.466384933355032","0.481950994161766","0.538840843653938","0.649847961133833","0.718007170930605","0.592543281738319","0.522200916898825","0.905035504425969","1.1291510622728","1.13873370063833","1.10447295223924","0.972815203732732","0.87888421891871","1.09966491110928","1.33249942716517","1.4045830357384","1.24407427476763","0.975881112027497","1.00301297792155","1.04291179907128","0.998726642610231","1.03703635791594","1.15882234278512","1.39840743411394","1.618866751592","1.62847639699914","1.60915606479481","1.74245710414189","1.83939976623181","1.72362520314388","1.63215156469894","1.48833777988021","1.36567886021458","1.28024610929856","1.11953281162056","1.12148861779611","",
"Norway","NOR","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","","2.7","","","","",
"Norway","NOR","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.33","","","1.21","","1.19","","1.23","","1.61","","1.8","","1.63","","2.12","","2.53","","2.27","","1.78","","","","",
"Norway","NOR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09","","","1.1","","1.15","","1.18","","1.44","","1.66","","1.63","","2.01","","2.35","","2.11","","1.63","","","","",
"Norway","NOR","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","16.1408942547537","16.212255526622","16.2520287623959","16.2995764122931","16.347633500878","16.3917663667071","16.432801174097","16.4676331780436","16.5021435949195","16.5405006150416","16.5938164949714","16.5319895599301","16.3997544879181","16.2792265437766","16.1723783002255","16.0772318009599","15.9958938460346","15.9223685170552","15.8556335312717","15.7956860585235","15.7390065644872","15.7496813183007","15.7928223259187","15.8418256616556","15.8988951713474","15.9531233594284","15.998520883995","16.0262055145746","16.0428536677145","16.0793214697955","16.1271096149852","16.2267125196986","16.3491469883476","16.468958307195","16.5942407127406","16.7288648517704","16.8669556500574","16.9995757245428","17.1244311135101","17.194575510549","17.2303871304332","17.2905860336558","17.3719563373606","17.4726031823574","17.5733191634853","17.7033632535785","17.8588647099981","17.9964847181648","18.1198738646688","18.2404220077925","18.3650996103289","18.4391232297912","18.4680585497112","18.5155866882247","18.5787404578964","18.6668406375738","18.7771598498353","18.9019717383164","19.0557418453153","19.1992888418174","",
"Norway","NOR","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","578044","585230","591398","597630","603937","610293","616725","623224","629802","636430","643137","645250","645003","644757","644511","644265","644019","643774","643528","643282","643036","645690","649841","654019","658230","662456","666715","671002","675322","679657","684027","691539","700790","710140","719628","729242","738998","748858","758863","767207","773811","780454","788367","797599","806951","818478","832344","847482","863994","880780","897916","913306","926833","940522","954433","968549","982894","997451","1012225","1026758","",
"Norway","NOR","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","32.3335132610453","31.7899796080885","30.8663000346034","30.0165293573139","29.2214242478932","28.4737511739783","27.7679598558304","27.0982979863157","26.4712001570278","25.8926733372553","25.3743597593934","24.9614794371955","24.5781251131255","24.2192726596586","23.8872422806979","23.5781438531554","23.2948762188757","23.0285027685041","22.7765030333726","22.5391818885441","22.3105883316257","22.2493983575782","22.2691282929964","22.2970397618991","22.3361867059936","22.3715106145938","22.3943438675408","22.3923501819415","22.3752808415456","22.3858716023001","22.4124621476975","22.4544531504435","22.4993442413474","22.5413790826769","22.5916470666534","22.6718329270442","22.7741027857518","22.8255737575001","22.8243614491605","22.7534778664242","22.6655981356946","22.6381742432878","22.6394824519436","22.6669637399173","22.7048427558994","22.791586295275","22.9106649659592","23.0034045761869","23.0750001468905","23.1433406205331","23.2169858740643","23.2070021517092","23.121489521733","23.0620372681651","23.0242670375253","23.0196223737033","23.0437000685524","23.0875081533577","23.168636821933","23.2391882881288","",
"Norway","NOR","Population in largest city","EN.URB.LCTY","578044","585230","591398","597630","603937","610293","616725","623224","629802","636430","643137","645250","645003","644757","644511","644265","644019","643774","643528","643282","643036","645690","649841","654019","658230","662456","666715","671002","675322","679657","684027","691539","700790","710140","719628","729242","738998","748858","758863","767207","773811","780454","788367","797599","806951","818478","832344","847482","863994","880780","897916","913306","926833","940522","954433","968549","982894","997451","1012225","1026758","",
"Norway","NOR","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00100000004749745","","0.00100000004749745","","",
"Norway","NOR","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.199456202","","","","","","","","","","2.267840272","","","","","","","","","","2.293319931","","","","","","","","","","",
"Norway","NOR","Population density (people per sq. km of land area)","EN.POP.DNST","","9.88325612467282","9.96297817349498","10.0385961165686","10.1147150945669","10.1936458915136","10.2753556526596","10.3616732923744","10.4491408483096","10.534620691921","10.611435095443","10.6861139402701","10.7681549868033","10.8437428130236","10.9112209919944","10.9716052830437","11.0231845013197","11.0698738377632","11.1122181336312","11.1501270383634","11.1860016865438","11.224556734676","11.2658578922583","11.3032164799422","11.3351595098071","11.3691559614942","11.4097808588231","11.4633094588823","11.5251393588943","11.5728143378125","11.6127109548685","11.6681779851278","11.7357191357011","11.8057818882719","11.8731943577444","11.9349914030073","11.9956412699456","12.060860684912","12.1328865087448","12.2162526968273","12.2957995203207","12.358179737381","12.4250062971603","12.4980971624448","12.5721709323083","12.6580888392417","12.760447810231","12.89317004523","13.0548674310872","13.2205484552792","13.3862623342204","13.5610386481366","13.7403297521657","13.9120886837683","14.0704449094514","14.2079384825517","14.3354243797401","14.4525778384356","14.5488956208419","","",
"Norway","NOR","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3115513442583","","","","","29.6178428488896","","","","","24.4749646154105","","","","","10.1724014195595","","","","","11.888745618966","31.4114283247379","2.89436539181942","2.23618986571746","2.24550939546259","2.02465674369929","2.03428827818451","2.04383779996992","","","",
"Norway","NOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.99538040225903","","","","","8.7932612582865","","","","","8.66886615510985","","","","","8.35949070978923","","","","","8.34150722274663","8.85351078083279","7.92528124081567","7.63367482383289","7.67089592652719","7.24277533614087","6.9594573295062","6.95651980294718","","","",
