"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Norway","NOR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8986892700195","99.9480056762695","99.9824676513672","99.997200012207","100","100","100","100","99.9996032714844","99.9938659667969","99.9709625244141","99.9254608154297","99.8642807006836","99.811767578125","99.7770462036133","99.7654571533203","99.7746963500977","99.8005142211914","99.8386764526367","99.8849487304688","99.9330368041992","99.9709091186523","99.9921569824219","99.9990539550781","100","100","100","100","100","","",
"Norway","NOR","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20282.20508","","","","","","","","","","20282.20508","","","","","","","","","","20282.20508","","","","","","","","","","",
"Norway","NOR","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.262383143","","","","","","","","","","0.262383143","","","","","","","","","","0.262383143","","","","","","","","","","",
"Norway","NOR","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","819.8686523","","","","","","","","","","819.8686523","","","","","","","","","","819.8686523","","","","","","","","","","",
"Nepal","NPL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","3.48","3.571","3.612","3.653","3.695","3.737","3.78","3.823","3.867","3.911","3.956","4.005","4.198","4.399","4.61","4.83","5.061","5.302","5.553","5.816","6.091","6.376","6.616","6.864","7.121","7.386","7.66","7.944","8.238","8.541","8.854","9.18","9.582","9.999","10.433","10.883","11.35","11.834","12.336","12.857","13.397","13.947","14.24","14.538","14.841","15.149","15.462","15.781","16.105","16.434","16.768","17.108","17.458","17.815","18.182","18.557","18.942","19.336","19.74","20.153","",
"Nepal","NPL","Urban population","SP.URB.TOTL","351656","366644","376845","387387","398468","410058","422322","435171","448724","462853","477672","493575","528240","565369","605351","648204","694342","743793","796725","853610","914649","979815","1040659","1105146","1173361","1245155","1320559","1400026","1484550","1575390","1673891","1781425","1910490","2048793","2195198","2348124","2507255","2672682","2844420","3022676","3207391","3395691","3520929","3646257","3772485","3900034","4030432","4163435","4294652","4418040","4529575","4626249","4711890","4795425","4892217","5013179","5163803","5341981","5544546","5765513","",
"Nepal","NPL","Urban population growth (annual %)","SP.URB.GROW","","4.17379249972257","2.74426122972821","2.75902310398717","2.82030005138614","2.86714192312554","2.94694431415713","2.99710010424887","3.06689421132711","3.10015096684074","3.15147954113082","3.27505185252634","6.78759028760235","6.79278894299978","6.83298397729672","6.83970065340226","6.87591728887788","6.87981358025776","6.87468050195268","6.89648396737703","6.90659701143698","6.88233932117471","6.0245666973667","6.01232866129815","5.9894827270772","5.93877399500496","5.87951116429567","5.84356760749738","5.86208881513352","5.93911646440064","6.0647995774031","6.22627493763643","6.9946147836168","6.9891085603972","6.90214082070824","6.73444640040027","6.5571817726664","6.3893933426329","6.22767177350784","6.07833513912433","5.93153023239208","5.70494408324858","3.62176003336534","3.49762867348734","3.40327735302731","3.32513355374967","3.28882951969669","3.24668884635686","3.10300729996764","2.83256311209395","2.49319572816499","2.11182724512912","1.83427128644324","1.75732369765421","1.99832365754799","2.44246698283964","2.96030787295327","3.39232344263204","3.72181839256581","3.9079393131151","",
"Nepal","NPL","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","15.9","","","","",
"Nepal","NPL","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.65","","","","0.52","","","0.59","","0.63","","0.66","","0.72","","0.94","","1.13","","1.18","","1.44","","1.31","","0.91","","","","",
"Nepal","NPL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","","","0.22","","","0.24","","0.37","","0.34","","0.49","","0.73","","0.82","","0.91","","1.09","","1.04","","0.68","","","","",
"Nepal","NPL","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","1.17938060672634","1.17932099534988","1.18607572309213","1.19253672526345","1.19851071502723","1.20371875760965","1.20818661558184","1.2119072294596","1.21499375039211","1.21745004120949","1.21947462389311","1.22174797074517","1.25135697449126","1.28107968390796","1.31116892057579","1.34156519839358","1.37238527637108","1.40341087623113","1.43492578326988","1.46684636820141","1.49931388357877","1.53246876632939","1.58705677274658","1.64354571008055","1.70250013457767","1.76379482878177","1.82831774129358","1.89583987873597","1.96552829951112","2.03543198741688","2.10506711335201","2.17331639518355","2.21646056438055","2.25970017044921","2.30568515497243","2.35593866927857","2.41120648507548","2.47095665110677","2.53590930268837","2.60599293133754","2.68152144992442","2.76218044148656","2.83117997371715","2.90527777503111","2.98404238913483","3.0667365845132","3.15275896332534","3.24246138010531","3.33936760384985","3.44775714949689","3.57159304121257","3.71384849111384","3.87319134866269","4.04244668957533","4.20956299504447","4.36427039450741","4.50182716190315","4.62394493179963","4.73418579856052","4.81010153900683","",
"Nepal","NPL","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","119177","121084","123745","126464","129247","132083","134985","137951","140987","144081","147247","150568","157460","164647","172173","180043","188284","196878","205878","215288","225143","235498","249635","264621","280529","297346","315196","334117","354203","375436","397973","421743","441925","463012","485137","508319","532644","558060","584727","612668","641986","672511","700027","728669","758524","789516","821820","855445","890495","926879","964802","1004278","1045369","1088142","1132664","1179009","1227249","1277463","1329732","1376108","",
"Nepal","NPL","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","33.8902222626658","33.0249506333119","32.8371080948401","32.6453907849257","32.4359798026441","32.2108092026006","31.9625783170188","31.7004120219408","31.4195362851107","31.1288897338896","30.8259642599943","30.5055969204275","29.8084204149629","29.1220424183144","28.4418461355478","27.7756693880322","27.1168962845399","26.4694612613993","25.8405346888826","25.2208854160565","24.6152349152516","24.0349453723407","23.9881651914796","23.9444381104397","23.9081578474144","23.8802398095016","23.8683769524875","23.8650567918024","23.8592839581018","23.8313052640933","23.7753234828313","23.6744740867564","23.1315002957356","22.5992572212029","22.0999199161078","21.6478771989895","21.2441095939583","20.8801496025341","20.556985255342","20.2690596014922","20.0158321826057","19.8048350100171","19.8818834461019","19.9840274561009","20.1067466139693","20.2438235153847","20.3903700645489","20.546615955335","20.7349745683701","20.9794162117138","21.3000557447443","21.7082565162403","22.1857683434885","22.6912526001345","23.152366299369","23.5181907528137","23.7663791589261","23.9136567501831","23.9827030021935","23.8679194722135","",
"Nepal","NPL","Population in largest city","EN.URB.LCTY","119177","121084","123745","126464","129247","132083","134985","137951","140987","144081","147247","150568","157460","164647","172173","180043","188284","196878","205878","215288","225143","235498","249635","264621","280529","297346","315196","334117","354203","375436","397973","421743","441925","463012","485137","508319","532644","558060","584727","612668","641986","672511","700027","728669","758524","789516","821820","855445","890495","926879","964802","1004278","1045369","1088142","1132664","1179009","1227249","1277463","1329732","1376108","",
"Nepal","NPL","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5999984741211","","","","","67.3000030517578","","","","","64","","","","","60.7000007629395","","","","","58.0999984741211","","","","54.2999992370605","","51","","49.2999992370605","","",
"Nepal","NPL","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Population density (people per sq. km of land area)","EN.POP.DNST","","71.7990489510489","72.9590559440559","74.1581888111888","75.4123566433566","76.7336503496503","78.1295734265734","79.6011678321678","81.1463496503496","82.7598181818182","84.4379440559441","86.1816923076923","87.993986013986","89.8755664335664","91.826993006993","93.8487342657343","95.9403566433566","98.1016503496504","100.333153846154","102.635867132867","105.009804195804","107.463146853147","109.996020979021","112.591727272727","115.227083916084","117.89027972028","120.557153846154","123.242608391608","126.019251748252","128.98620979021","132.20613986014","135.702825174825","139.428811188811","143.286538461538","147.139188811189","150.881615384615","154.477986013986","157.93548951049","161.243937062937","164.405342657343","167.011580048832","169.843780955703","172.484318102546","174.962483432159","177.323641437042","179.591907917684","181.839504708755","184.043118242065","186.024248343216","187.537739797698","188.442357865364","188.639253575166","188.27946982909","187.777509591908","187.700913847227","188.455047087548","190.171824206488","192.724966864318","195.939107080572","","",
"Nepal","NPL","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","100","","","",
"Nepal","NPL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5984547699771","","","","","90.6871644933824","","","","","88.9430216973703","","","","","93.218247559259","","","","","100.784427886379","100.76606073329","96.9632914938447","95.3139856059124","98.1160165651258","96.2527681803085","98.0547140291436","99.7343737198505","","","",
"Nepal","NPL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4","82.2955703735352","83.0368347167969","83.7595748901367","84.4710464477539","85.7","85.889274597168","86.6105575561523","87.4","88.1118316650391","90.1","89.694465637207","90.5064239501953","91.3264846801758","95.5","94.11","95.6452178955078","95.5579223632813","97.7","96.2332992553711","94.5","97.8506774902344","95.75","","",
